,state,customer_lifetime_value,response,coverage,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
10529,Arizona,3969.0,No,Basic,2011-02-05,Employed,F,49544,Rural,Single,101,3.0,29,0.0,1,Personal Auto,Personal,Offer1,Agent,1.0,Four-Door Car,Medsize
10530,California,14895.0,No,Basic,2011-01-21,Employed,F,48081,Urban,Married,188,31.0,12,0.0,3,Personal Auto,Personal,Offer1,Branch,881.0,Luxury Car,Small
10533,Arizona,2647.0,No,Basic,2011-01-28,Disabled,F,23170,Suburban,Divorced,71,21.0,67,0.0,1,Personal Auto,Personal,Offer1,Call Center,341.0,Four-Door Car,Medsize
10536,Oregon,2758.0,No,Basic,2011-02-27,Employed,M,65794,Urban,Married,69,10.0,14,1.0,1,Personal Auto,Personal,Offer1,Branch,277.0,Four-Door Car,Medsize
10537,Oregon,10928.0,No,Extended,2011-01-11,Employed,F,74965,Rural,Married,90,20.0,93,0.0,2,Personal Auto,Personal,Offer1,Agent,59.0,Four-Door Car,Medsize
10539,Washington,8440.0,No,Basic,2011-01-26,Employed,M,22454,Suburban,Single,110,5.0,75,2.0,3,Personal Auto,Personal,Offer2,Agent,556.0,Four-Door Car,Medsize
10540,Oregon,7438.0,No,Extended,2011-01-12,Employed,M,86863,Suburban,Married,92,27.0,26,0.0,3,Personal Auto,Personal,Offer2,Branch,442.0,Four-Door Car,Medsize
10541,Oregon,8114.0,No,Basic,2011-02-08,Employed,M,30595,Suburban,Married,69,22.0,36,0.0,2,Corporate Auto,Corporate,Offer1,Agent,446.0,Four-Door Car,Medsize
10542,California,9875.0,No,Extended,2011-01-03,Employed,M,29598,Rural,Single,87,2.0,70,0.0,2,Personal Auto,Personal,Offer4,Call Center,151.0,Two-Door Car,Medsize
10545,Arizona,5464.0,No,Basic,2011-01-28,Employed,F,44305,Urban,Married,67,33.0,39,0.0,3,Personal Auto,Personal,Offer2,Call Center,215.0,Four-Door Car,Medsize
10547,Oregon,4727.0,Yes,Extended,2011-01-10,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal,Offer2,Agent,839.0,Four-Door Car,Small
10550,California,15273.0,No,Basic,2011-02-16,Employed,M,40571,Urban,Married,100,19.0,56,2.0,2,Personal Auto,Personal,Offer4,Branch,362.0,Four-Door Car,Medsize
10552,Nevada,4297.0,No,Premium,2011-01-12,Employed,F,66331,Suburban,Single,107,0.0,74,0.0,1,Personal Auto,Personal,Offer4,Branch,514.0,Two-Door Car,Large
10554,Arizona,15487.0,No,Extended,2011-02-05,Employed,M,69161,Urban,Married,129,24.0,50,0.0,2,Personal Auto,Personal,Offer1,Agent,441.0,Sports Car,Medsize
10555,California,4802.0,No,Basic,2011-02-16,Medical Leave,M,18107,Suburban,Married,62,29.0,11,0.0,3,Personal Auto,Personal,Offer1,Agent,298.0,Four-Door Car,Medsize
10556,Washington,6689.0,Yes,Extended,2011-02-13,Employed,M,56980,Suburban,Married,84,33.0,70,0.0,3,Personal Auto,Personal,Offer2,Agent,599.0,Two-Door Car,Medsize
10557,Oregon,2731.0,No,Basic,2011-02-21,Employed,F,43386,Urban,Married,68,13.0,79,0.0,1,Personal Auto,Personal,Offer3,Call Center,315.0,Two-Door Car,Medsize
10558,Arizona,3528.0,No,Extended,2011-02-08,Employed,F,59496,Rural,Married,88,22.0,64,0.0,1,Personal Auto,Personal,Offer1,Agent,189.0,Four-Door Car,Medsize
10559,Oregon,15512.0,No,Basic,2011-01-17,Employed,M,54833,Suburban,Married,198,22.0,92,3.0,3,Corporate Auto,Corporate,Offer3,Agent,1397.0,Luxury Car,Large
10560,California,8836.0,No,Basic,2011-01-30,Employed,M,63909,Rural,Married,112,24.0,50,0.0,3,Personal Auto,Personal,Offer2,Branch,207.0,Four-Door Car,Medsize
10561,California,11798.0,No,Basic,2011-02-21,Employed,F,91469,Urban,Single,100,11.0,89,2.0,2,Personal Auto,Personal,Offer1,Agent,419.0,Four-Door Car,Small
10562,California,16590.0,No,Premium,2011-01-02,Employed,M,59414,Rural,Married,140,34.0,56,0.0,2,Personal Auto,Personal,Offer1,Call Center,65.0,Four-Door Car,Medsize
10563,California,7410.0,No,Basic,2011-01-29,Employed,F,80415,Urban,Single,62,24.0,15,0.0,2,Corporate Auto,Corporate,Offer1,Agent,281.0,Two-Door Car,Medsize
10564,Arizona,5339.0,No,Basic,2011-02-26,Employed,F,48696,Rural,Married,66,21.0,31,0.0,3,Corporate Auto,Corporate,Offer3,Agent,49.0,Four-Door Car,Medsize
10567,Oregon,2854.0,No,Basic,2011-02-10,Employed,F,34807,Suburban,Single,73,8.0,90,0.0,1,Personal Auto,Personal,Offer1,Agent,472.0,Two-Door Car,Small
10568,Arizona,13523.0,No,Extended,2011-01-19,Medical Leave,F,10563,Rural,Divorced,121,20.0,10,0.0,2,Corporate Auto,Corporate,Offer1,Branch,110.0,Four-Door Car,Medsize
10569,Nevada,8337.0,No,Basic,2011-02-16,Employed,F,74460,Suburban,Married,69,3.0,25,0.0,2,Corporate Auto,Corporate,Offer4,Web,331.0,Two-Door Car,Medsize
10570,Washington,12759.0,No,Basic,2011-01-20,Employed,M,68351,Suburban,Single,107,16.0,90,0.0,2,Personal Auto,Personal,Offer1,Branch,725.0,Four-Door Car,Medsize
10571,Oregon,5179.0,No,Basic,2011-02-02,Employed,F,66943,Rural,Married,65,33.0,10,1.0,3,Special Auto,Special,Offer3,Call Center,53.0,Four-Door Car,Medsize
10573,Oregon,7920.0,No,Basic,2011-01-27,Employed,F,89284,Suburban,Married,67,7.0,31,3.0,2,Personal Auto,Personal,Offer4,Agent,322.0,Two-Door Car,Small
10574,California,4650.0,Yes,Basic,2011-01-10,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal,Offer1,Agent,468.0,Two-Door Car,Medsize
10575,California,7638.0,No,Extended,2011-01-18,Employed,F,66106,Urban,Married,95,10.0,25,1.0,3,Personal Auto,Personal,Offer3,Agent,250.0,Two-Door Car,Small
10576,Arizona,5270.0,No,Basic,2011-01-29,Employed,F,78115,Urban,Married,65,1.0,12,0.0,3,Personal Auto,Personal,Offer2,Branch,255.0,Four-Door Car,Small
10578,Oregon,21904.0,No,Extended,2011-02-26,Employed,F,22254,Rural,Married,79,22.0,75,0.0,2,Personal Auto,Personal,Offer3,Call Center,125.0,Four-Door Car,Large
10579,Oregon,3238.0,Yes,Extended,2011-01-16,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Corporate Auto,Corporate,Offer3,Agent,326.0,Four-Door Car,Medsize
10580,Oregon,31411.0,No,Premium,2011-02-10,Employed,M,28013,Suburban,Married,266,25.0,30,0.0,2,Personal Auto,Personal,Offer2,Branch,1277.0,Luxury Car,Small
10582,Washington,5044.0,No,Basic,2011-01-01,Employed,M,35832,Urban,Divorced,65,1.0,44,0.0,3,Personal Auto,Personal,Offer1,Agent,177.0,Four-Door Car,Medsize
10583,Oregon,5579.0,No,Basic,2011-02-13,Employed,M,27756,Suburban,Married,71,6.0,52,0.0,3,Corporate Auto,Corporate,Offer1,Agent,736.0,Two-Door Car,Small
10584,California,5205.0,No,Basic,2011-01-04,Employed,F,53614,Suburban,Married,65,25.0,70,1.0,3,Personal Auto,Personal,Offer1,Agent,726.0,Four-Door Car,Small
10589,Oregon,2727.0,No,Basic,2011-02-23,Employed,M,31385,Rural,Divorced,69,31.0,5,0.0,1,Personal Auto,Personal,Offer3,Agent,68.0,Four-Door Car,Medsize
10591,Oregon,4300.0,No,Premium,2011-02-13,Employed,M,44388,Urban,Divorced,113,10.0,74,1.0,1,Personal Auto,Personal,Offer1,Call Center,497.0,Four-Door Car,Medsize
10596,Oregon,3103.0,No,Extended,2011-02-25,Employed,M,31841,Rural,Married,78,24.0,11,0.0,1,Personal Auto,Personal,Offer2,Agent,127.0,Four-Door Car,Medsize
10597,California,32861.0,No,Premium,2011-02-11,Employed,F,49889,Rural,Married,118,8.0,11,0.0,2,Personal Auto,Personal,Offer4,Agent,202.0,Two-Door Car,Medsize
10598,Arizona,13576.0,No,Basic,2011-01-23,Employed,F,48534,Suburban,Married,115,29.0,79,1.0,2,Personal Auto,Personal,Offer4,Call Center,552.0,Four-Door Car,Small
10599,Oregon,5454.0,No,Basic,2011-01-29,Employed,M,33818,Urban,Single,72,6.0,34,4.0,3,Personal Auto,Personal,Offer2,Agent,342.0,Four-Door Car,Large
10600,Nevada,4894.0,No,Basic,2011-01-21,Disabled,M,25572,Suburban,Married,65,0.0,30,0.0,3,Personal Auto,Personal,Offer3,Agent,312.0,Four-Door Car,Medsize
10602,Nevada,4889.0,No,Basic,2011-02-20,Employed,M,42536,Suburban,Divorced,63,30.0,57,0.0,3,Personal Auto,Personal,Offer2,Branch,375.0,Four-Door Car,Medsize
10603,Oregon,2437.0,No,Basic,2011-02-25,Employed,F,48875,Rural,Married,61,20.0,9,0.0,1,Personal Auto,Personal,Offer1,Call Center,2.0,Two-Door Car,Small
10606,Oregon,2760.0,Yes,Basic,2011-01-03,Employed,M,92296,Suburban,Married,69,4.0,65,0.0,1,Personal Auto,Personal,Offer2,Agent,331.0,Two-Door Car,Medsize
10607,Oregon,32614.0,No,Premium,2011-02-14,Employed,F,45173,Suburban,Married,268,20.0,57,0.0,2,Personal Auto,Personal,Offer3,Call Center,1286.0,Luxury Car,Medsize
10608,Oregon,11155.0,No,Extended,2011-01-28,Employed,F,31409,Urban,Married,93,10.0,50,0.0,2,Personal Auto,Personal,Offer1,Branch,382.0,Four-Door Car,Medsize
10610,California,5022.0,No,Extended,2011-01-28,Employed,F,69678,Rural,Divorced,126,21.0,39,0.0,1,Personal Auto,Personal,Offer3,Agent,307.0,Sports Car,Small
10612,Nevada,8311.0,No,Premium,2011-01-29,Employed,M,67541,Rural,Married,104,10.0,45,0.0,3,Personal Auto,Personal,Offer4,Agent,204.0,Four-Door Car,Medsize
10615,Oregon,2311.0,No,Basic,2011-01-28,Medical Leave,M,24641,Suburban,Married,61,16.0,57,0.0,1,Corporate Auto,Corporate,Offer1,Branch,295.0,Four-Door Car,Medsize
10616,Washington,4097.0,No,Premium,2011-01-20,Medical Leave,F,20079,Suburban,Single,110,1.0,63,0.0,1,Corporate Auto,Corporate,Offer1,Web,528.0,Two-Door Car,Medsize
10617,Arizona,5017.0,No,Basic,2011-01-18,Employed,M,36313,Urban,Single,67,3.0,38,2.0,3,Personal Auto,Personal,Offer1,Agent,300.0,Four-Door Car,Medsize
10620,California,4299.0,No,Basic,2011-01-28,Employed,F,76778,Urban,Married,107,31.0,46,1.0,1,Personal Auto,Personal,Offer1,Agent,501.0,Four-Door Car,Small
10621,Arizona,5953.0,No,Basic,2011-02-02,Employed,M,61006,Rural,Married,74,6.0,99,0.0,3,Corporate Auto,Corporate,Offer2,Branch,74.0,Four-Door Car,Medsize
10622,Oregon,40637.0,No,Extended,2011-01-15,Employed,M,31267,Suburban,Married,129,4.0,45,0.0,2,Personal Auto,Personal,Offer4,Web,619.0,Sports Car,Large
10623,Arizona,7351.0,No,Extended,2011-01-20,Employed,M,69241,Rural,Divorced,93,2.0,63,0.0,3,Personal Auto,Personal,Offer1,Agent,111.0,Four-Door Car,Medsize
10624,Nevada,5913.0,No,Extended,2011-01-23,Employed,M,43676,Suburban,Single,76,19.0,7,0.0,3,Personal Auto,Personal,Offer1,Agent,365.0,Four-Door Car,Medsize
10625,Oregon,2677.0,No,Basic,2011-01-01,Employed,F,71684,Urban,Married,66,7.0,17,0.0,1,Personal Auto,Personal,Offer2,Web,196.0,Two-Door Car,Medsize
10626,California,8754.0,No,Basic,2011-02-06,Employed,M,51209,Rural,Married,109,35.0,3,0.0,3,Personal Auto,Personal,Offer1,Call Center,39.0,Four-Door Car,Medsize
10628,California,12523.0,No,Basic,2011-02-11,Employed,F,44341,Urban,Married,105,15.0,56,0.0,2,Personal Auto,Personal,Offer1,Agent,355.0,Sports Car,Medsize
10629,Nevada,4374.0,No,Premium,2011-01-14,Employed,F,34516,Rural,Married,113,12.0,70,3.0,1,Special Auto,Special,Offer4,Branch,43.0,Four-Door Car,Medsize
10630,Oregon,4939.0,No,Basic,2011-01-17,Employed,M,36913,Rural,Married,62,22.0,37,0.0,3,Personal Auto,Personal,Offer2,Branch,91.0,Four-Door Car,Medsize
10632,California,4255.0,Yes,Basic,2011-02-03,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Corporate Auto,Corporate,Offer1,Web,293.0,Two-Door Car,Small
10633,Oregon,7758.0,No,Basic,2011-01-04,Employed,M,49682,Rural,Single,101,30.0,49,0.0,3,Personal Auto,Personal,Offer1,Web,199.0,Four-Door Car,Medsize
10636,California,6582.0,No,Premium,2011-01-17,Retired,M,10738,Suburban,Single,109,5.0,36,4.0,3,Personal Auto,Personal,Offer1,Agent,852.0,Four-Door Car,Medsize
10638,California,7572.0,No,Premium,2011-02-02,Disabled,M,12876,Urban,Married,107,8.0,90,2.0,3,Corporate Auto,Corporate,Offer1,Call Center,426.0,Four-Door Car,Large
10639,California,7396.0,No,Extended,2011-02-19,Employed,F,71135,Urban,Married,92,11.0,64,1.0,3,Personal Auto,Personal,Offer1,Branch,271.0,Four-Door Car,Medsize
10641,California,3674.0,No,Extended,2011-01-31,Employed,F,69555,Urban,Single,92,16.0,59,0.0,1,Personal Auto,Personal,Offer1,Agent,255.0,Four-Door Car,Medsize
10642,California,9175.0,No,Premium,2011-01-28,Employed,M,68164,Rural,Single,119,27.0,37,2.0,3,Personal Auto,Personal,Offer1,Agent,223.0,Four-Door Car,Small
10643,Washington,17786.0,No,Basic,2011-01-22,Employed,F,99790,Urban,Single,64,24.0,8,0.0,2,Personal Auto,Personal,Offer3,Call Center,179.0,Four-Door Car,Medsize
10644,California,5609.0,No,Basic,2011-02-17,Employed,M,28483,Suburban,Married,72,18.0,92,0.0,3,Corporate Auto,Corporate,Offer3,Agent,346.0,Four-Door Car,Medsize
10646,Oregon,6006.0,No,Extended,2011-02-17,Employed,M,39482,Urban,Divorced,77,29.0,48,0.0,3,Corporate Auto,Corporate,Offer1,Agent,278.0,Four-Door Car,Medsize
10647,Arizona,6755.0,No,Extended,2011-01-24,Employed,F,29881,Rural,Married,85,27.0,95,0.0,3,Personal Auto,Personal,Offer1,Call Center,18.0,Four-Door Car,Medsize
10648,Oregon,7094.0,No,Basic,2011-01-04,Employed,M,72878,Rural,Married,61,0.0,58,2.0,2,Corporate Auto,Corporate,Offer2,Agent,45.0,Two-Door Car,Medsize
10650,California,6599.0,No,Premium,2011-01-30,Employed,F,36060,Urban,Married,165,27.0,55,0.0,1,Special Auto,Special,Offer2,Call Center,775.0,Sports Car,Medsize
10651,Nevada,5964.0,No,Basic,2011-01-28,Employed,F,98078,Suburban,Married,73,5.0,79,0.0,3,Personal Auto,Personal,Offer1,Agent,419.0,Four-Door Car,Large
10652,Nevada,14433.0,No,Extended,2011-02-19,Disabled,M,24561,Suburban,Married,126,1.0,31,0.0,2,Personal Auto,Personal,Offer2,Branch,853.0,Four-Door Car,Small
10653,California,2842.0,No,Basic,2011-02-13,Employed,M,69417,Rural,Divorced,73,30.0,78,1.0,1,Personal Auto,Personal,Offer1,Branch,31.0,Four-Door Car,Small
10655,California,20878.0,No,Extended,2011-01-20,Employed,M,50555,Suburban,Divorced,88,9.0,45,0.0,2,Personal Auto,Personal,Offer4,Web,422.0,Four-Door Car,Large
10656,Oregon,4301.0,No,Premium,2011-01-06,Employed,F,88590,Rural,Married,107,0.0,57,0.0,1,Personal Auto,Personal,Offer3,Branch,42.0,Two-Door Car,Medsize
10657,California,10330.0,No,Extended,2011-01-09,Employed,M,56480,Urban,Married,87,13.0,62,0.0,2,Personal Auto,Personal,Offer1,Call Center,385.0,Four-Door Car,Medsize
10659,California,8954.0,No,Premium,2011-02-18,Employed,M,34614,Suburban,Married,114,6.0,9,0.0,3,Personal Auto,Personal,Offer3,Branch,547.0,Four-Door Car,Small
10660,Arizona,5597.0,Yes,Extended,2011-01-27,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal,Offer1,Branch,667.0,Four-Door Car,Medsize
10662,Arizona,2785.0,No,Basic,2011-01-18,Employed,M,66378,Rural,Divorced,71,20.0,61,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,158.0,Two-Door Car,Medsize
10663,California,6190.0,No,Extended,2011-01-23,Employed,M,59523,Urban,Married,78,0.0,62,1.0,3,Personal Auto,Personal,Offer1,Branch,344.0,Four-Door Car,Large
10666,Nevada,9180.0,No,Basic,2011-01-23,Employed,F,47663,Rural,Divorced,114,35.0,24,0.0,3,Personal Auto,Personal,Offer1,Branch,104.0,Sports Car,Medsize
10667,Nevada,2541.0,No,Basic,2011-01-23,Employed,F,37125,Urban,Married,63,29.0,78,0.0,1,Personal Auto,Personal,Offer2,Agent,291.0,Four-Door Car,Large
10668,California,12742.0,Yes,Basic,2011-01-07,Employed,F,73054,Urban,Married,106,34.0,36,1.0,2,Personal Auto,Personal,Offer1,Branch,419.0,Four-Door Car,Medsize
10669,Oregon,9548.0,No,Extended,2011-02-15,Employed,M,34919,Urban,Single,82,14.0,99,1.0,2,Personal Auto,Personal,Offer1,Web,278.0,Four-Door Car,Medsize
10670,California,2637.0,No,Basic,2011-01-29,Employed,M,31911,Suburban,Married,67,33.0,27,0.0,1,Personal Auto,Personal,Offer2,Agent,322.0,Four-Door Car,Medsize
10672,California,10111.0,No,Extended,2011-02-16,Medical Leave,F,15752,Urban,Married,90,27.0,37,0.0,2,Corporate Auto,Corporate,Offer1,Branch,339.0,Two-Door Car,Large
10673,Oregon,5334.0,No,Basic,2011-02-02,Employed,M,72960,Rural,Single,68,11.0,17,1.0,3,Personal Auto,Personal,Offer1,Branch,144.0,Four-Door Car,Medsize
10674,Oregon,2909.0,No,Basic,2011-01-29,Employed,F,35895,Urban,Married,73,11.0,51,0.0,1,Personal Auto,Personal,Offer2,Agent,313.0,Four-Door Car,Medsize
10676,Arizona,27790.0,Yes,Extended,2011-01-20,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Corporate Auto,Corporate,Offer2,Web,396.0,Four-Door Car,Medsize
10677,Oregon,3148.0,No,Extended,2011-01-02,Employed,F,29698,Urban,Divorced,83,17.0,89,2.0,1,Personal Auto,Personal,Offer3,Branch,216.0,Four-Door Car,Large
10678,California,8052.0,No,Premium,2011-01-25,Employed,M,78617,Rural,Married,101,3.0,95,0.0,3,Corporate Auto,Corporate,Offer4,Web,233.0,Four-Door Car,Medsize
10679,Oregon,4836.0,No,Basic,2011-01-29,Employed,M,36655,Suburban,Married,61,15.0,81,0.0,3,Personal Auto,Personal,Offer1,Web,295.0,Four-Door Car,Small
10681,Arizona,4580.0,No,Premium,2011-01-13,Employed,M,40160,Suburban,Married,118,7.0,48,1.0,1,Personal Auto,Personal,Offer2,Call Center,566.0,Four-Door Car,Small
10682,Oregon,4763.0,No,Basic,2011-01-12,Employed,M,65795,Rural,Single,62,2.0,85,1.0,3,Corporate Auto,Corporate,Offer3,Call Center,49.0,Two-Door Car,Medsize
10683,Oregon,2960.0,No,Basic,2011-02-27,Employed,F,69746,Urban,Divorced,74,17.0,91,0.0,1,Personal Auto,Personal,Offer1,Call Center,225.0,Four-Door Car,Medsize
10684,California,2392.0,No,Basic,2011-02-05,Disabled,F,17870,Suburban,Married,61,30.0,91,0.0,1,Corporate Auto,Corporate,Offer2,Branch,439.0,Four-Door Car,Medsize
10685,California,4755.0,No,Basic,2011-02-01,Employed,M,21808,Suburban,Married,119,0.0,71,0.0,1,Special Auto,Special,Offer2,Call Center,571.0,Four-Door Car,Medsize
10687,Arizona,6806.0,No,Extended,2011-01-21,Employed,M,37839,Suburban,Married,86,35.0,77,0.0,3,Personal Auto,Personal,Offer2,Branch,466.0,Two-Door Car,Medsize
10689,Nevada,8481.0,No,Basic,2011-01-02,Employed,M,67197,Urban,Divorced,74,29.0,18,3.0,2,Personal Auto,Personal,Offer1,Branch,276.0,Two-Door Car,Medsize
10690,California,7711.0,No,Basic,2011-01-15,Employed,M,77642,Urban,Married,64,20.0,14,0.0,2,Personal Auto,Personal,Offer1,Branch,282.0,Two-Door Car,Large
10691,Arizona,5927.0,Yes,Extended,2011-01-25,Retired,M,23091,Suburban,Married,96,28.0,90,5.0,3,Personal Auto,Personal,Offer1,Agent,461.0,Four-Door Car,Medsize
10693,California,2835.0,No,Basic,2011-02-02,Employed,F,24506,Suburban,Divorced,71,7.0,47,0.0,1,Personal Auto,Personal,Offer1,Agent,511.0,Two-Door Car,Medsize
10694,California,5839.0,Yes,Basic,2011-01-06,Employed,M,81082,Urban,Married,73,5.0,85,0.0,3,Personal Auto,Personal,Offer2,Agent,281.0,Four-Door Car,Large
10695,Arizona,7218.0,No,Extended,2011-02-23,Employed,F,45356,Suburban,Single,90,31.0,30,0.0,3,Personal Auto,Personal,Offer2,Call Center,462.0,Four-Door Car,Medsize
10696,Arizona,5499.0,Yes,Basic,2011-02-05,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Personal Auto,Personal,Offer1,Branch,350.0,Four-Door Car,Medsize
10697,Oregon,4653.0,No,Basic,2011-01-05,Employed,M,47590,Rural,Single,119,14.0,25,0.0,1,Special Auto,Special,Offer1,Branch,121.0,Four-Door Car,Medsize
10698,Nevada,3895.0,No,Premium,2011-02-17,Employed,M,52361,Suburban,Single,102,13.0,78,0.0,1,Personal Auto,Personal,Offer3,Agent,646.0,Four-Door Car,Medsize
10699,California,10952.0,No,Extended,2011-02-16,Medical Leave,M,23748,Suburban,Married,99,0.0,24,0.0,2,Personal Auto,Personal,Offer2,Agent,607.0,Four-Door Car,Large
10701,California,8100.0,No,Basic,2011-02-11,Employed,M,25949,Suburban,Married,104,0.0,28,0.0,3,Personal Auto,Personal,Offer2,Branch,499.0,Four-Door Car,Small
10702,California,2248.0,Yes,Basic,2011-01-29,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal,Offer1,Branch,348.0,Four-Door Car,Medsize
10703,Washington,5750.0,No,Basic,2011-02-22,Employed,F,22814,Suburban,Divorced,73,16.0,59,0.0,3,Personal Auto,Personal,Offer2,Agent,361.0,Four-Door Car,Small
10704,Oregon,5404.0,No,Basic,2011-01-14,Employed,F,27430,Urban,Married,68,25.0,12,0.0,3,Personal Auto,Personal,Offer3,Call Center,185.0,Two-Door Car,Medsize
10705,Oregon,6620.0,No,Extended,2011-02-12,Employed,M,25075,Suburban,Single,86,0.0,25,0.0,3,Personal Auto,Personal,Offer4,Agent,413.0,Four-Door Car,Medsize
10710,Washington,6728.0,No,Extended,2011-01-07,Employed,F,39428,Rural,Married,84,19.0,80,2.0,3,Personal Auto,Personal,Offer2,Branch,72.0,Two-Door Car,Large
10712,California,7019.0,Yes,Basic,2011-01-23,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Personal Auto,Personal,Offer1,Agent,302.0,Four-Door Car,Medsize
10713,Arizona,3919.0,Yes,Extended,2011-01-05,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal,Offer3,Agent,558.0,Four-Door Car,Small
10714,California,5566.0,No,Basic,2011-01-01,Employed,M,90607,Urban,Single,70,8.0,89,0.0,3,Personal Auto,Personal,Offer2,Web,312.0,Four-Door Car,Medsize
10715,Arizona,5809.0,No,Basic,2011-01-30,Employed,F,26975,Suburban,Married,73,14.0,59,0.0,3,Personal Auto,Personal,Offer4,Web,548.0,Two-Door Car,Small
10716,Nevada,10049.0,No,Extended,2011-01-22,Employed,M,58194,Suburban,Married,84,26.0,23,0.0,2,Personal Auto,Personal,Offer2,Web,451.0,Four-Door Car,Small
10717,California,5285.0,No,Basic,2011-02-25,Employed,M,71960,Rural,Single,67,12.0,40,0.0,3,Personal Auto,Personal,Offer2,Call Center,151.0,Two-Door Car,Medsize
10719,Nevada,9971.0,No,Extended,2011-02-17,Employed,F,57483,Suburban,Married,82,4.0,59,0.0,2,Personal Auto,Personal,Offer1,Branch,540.0,Four-Door Car,Small
10720,Nevada,7888.0,No,Extended,2011-01-17,Employed,M,32150,Suburban,Married,98,21.0,64,0.0,3,Personal Auto,Personal,Offer1,Call Center,470.0,Two-Door Car,Medsize
10721,California,2410.0,No,Basic,2011-01-16,Employed,M,41842,Suburban,Married,61,1.0,14,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,293.0,Two-Door Car,Medsize
10724,Nevada,4304.0,No,Basic,2011-02-12,Employed,F,74057,Suburban,Single,109,27.0,24,0.0,1,Personal Auto,Personal,Offer2,Branch,523.0,Four-Door Car,Medsize
10726,Oregon,4499.0,No,Extended,2011-01-28,Disabled,F,16969,Suburban,Divorced,124,34.0,47,2.0,1,Personal Auto,Personal,Offer1,Call Center,705.0,Four-Door Car,Medsize
10727,California,8514.0,No,Basic,2011-01-26,Employed,M,48428,Urban,Married,72,8.0,5,1.0,2,Personal Auto,Personal,Offer2,Call Center,224.0,Four-Door Car,Medsize
10729,Arizona,4376.0,Yes,Premium,2011-02-28,Employed,F,63774,Rural,Divorced,111,18.0,63,0.0,1,Personal Auto,Personal,Offer2,Agent,60.0,Four-Door Car,Medsize
10730,Nevada,3543.0,No,Extended,2011-02-09,Employed,M,35695,Suburban,Married,90,2.0,7,0.0,1,Personal Auto,Personal,Offer4,Branch,432.0,Four-Door Car,Medsize
